sentence,sentence_CLAUSE,sentence_RC_attached,subj_NUM,subj_GEN,subj_ZIPF,obj_NUM,obj_GEN,obj_ZIPF,embed_NUM,embed_GEN,embed_ZIPF,intervener_NUM,intervener_GEN,verb_ZIPF
the princess sees the men who admire the women.,subjwho,peripheral,sg,f,4.5,pl,m,5.5,pl,f,5.0,False,False,4.5
the princess sees the men who admire the actresses.,subjwho,peripheral,sg,f,4.5,pl,m,5.5,pl,f,4.0,False,False,4.5
the princess sees the men who admire the princes.,subjwho,peripheral,sg,f,4.5,pl,m,5.5,pl,m,4.5,False,False,4.5
the princess sees the men who admire the actors.,subjwho,peripheral,sg,f,4.5,pl,m,5.5,pl,m,4.5,False,False,4.5
the princess sees the men who the woman admires.,objwho,peripheral,sg,f,4.5,pl,m,5.5,sg,f,5.0,False,False,4.5
the princess sees the men who the actress admires.,objwho,peripheral,sg,f,4.5,pl,m,5.5,sg,f,4.0,False,False,4.5
the princess sees the men who the prince admires.,objwho,peripheral,sg,f,4.5,pl,m,5.5,sg,m,4.5,False,False,4.5
the princess sees the men who the actor admires.,objwho,peripheral,sg,f,4.5,pl,m,5.5,sg,m,4.5,False,False,4.5
the princess sees the men who the women admire.,objwho,peripheral,sg,f,4.5,pl,m,5.5,pl,f,5.0,False,False,4.5
the princess sees the men who the actresses admire.,objwho,peripheral,sg,f,4.5,pl,m,5.5,pl,f,4.0,False,False,4.5
the princess sees the men who the princes admire.,objwho,peripheral,sg,f,4.5,pl,m,5.5,pl,m,4.5,False,False,4.5
the princess sees the men who the actors admire.,objwho,peripheral,sg,f,4.5,pl,m,5.5,pl,m,4.5,False,False,4.5
the princess sees the princes who admire the woman.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,5.0,False,False,4.5
the princess sees the princes who admire the actress.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,4.0,False,False,4.5
the princess sees the princes who admire the man.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,5.5,False,False,4.5
the princess sees the princes who admire the actor.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,4.5,False,False,4.5
the princess sees the princes who admire the women.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,5.0,False,False,4.5
the princess sees the princes who admire the actresses.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,4.0,False,False,4.5
the princess sees the princes who admire the men.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,5.5,False,False,4.5
the princess sees the princes who admire the actors.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,4.5,False,False,4.5
the princess sees the princes who the woman admires.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,5.0,False,False,4.5
the princess sees the princes who the actress admires.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,4.0,False,False,4.5
the princess sees the princes who the man admires.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,5.5,False,False,4.5
the princess sees the princes who the actor admires.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,4.5,False,False,4.5
the princess sees the princes who the women admire.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,5.0,False,False,4.5
the princess sees the princes who the actresses admire.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,4.0,False,False,4.5
the princess sees the princes who the men admire.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,5.5,False,False,4.5
the princess sees the princes who the actors admire.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,4.5,False,False,4.5
the princess sees the actors who admire the woman.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,5.0,False,False,4.5
the princess sees the actors who admire the actress.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,4.0,False,False,4.5
the princess sees the actors who admire the man.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,5.5,False,False,4.5
the princess sees the actors who admire the prince.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,4.5,False,False,4.5
the princess sees the actors who admire the women.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,5.0,False,False,4.5
the princess sees the actors who admire the actresses.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,4.0,False,False,4.5
the princess sees the actors who admire the men.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,5.5,False,False,4.5
the princess sees the actors who admire the princes.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,4.5,False,False,4.5
the princess sees the actors who the woman admires.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,5.0,False,False,4.5
the princess sees the actors who the actress admires.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,4.0,False,False,4.5
the princess sees the actors who the man admires.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,5.5,False,False,4.5
the princess sees the actors who the prince admires.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,4.5,False,False,4.5
the princess sees the actors who the women admire.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,5.0,False,False,4.5
the princess sees the actors who the actresses admire.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,4.0,False,False,4.5
the princess sees the actors who the men admire.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,5.5,False,False,4.5
the princess sees the actors who the princes admire.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,4.5,False,False,4.5
the princess admires the woman who sees the actress.,subjwho,peripheral,sg,f,4.5,sg,f,5.0,sg,f,4.0,False,False,2.5
the princess admires the woman who sees the man.,subjwho,peripheral,sg,f,4.5,sg,f,5.0,sg,m,5.5,False,False,2.5
the princess admires the woman who sees the prince.,subjwho,peripheral,sg,f,4.5,sg,f,5.0,sg,m,4.5,False,False,2.5
the princess admires the woman who sees the actor.,subjwho,peripheral,sg,f,4.5,sg,f,5.0,sg,m,4.5,False,False,2.5
the princess admires the woman who sees the actresses.,subjwho,peripheral,sg,f,4.5,sg,f,5.0,pl,f,4.0,False,False,2.5
the princess admires the woman who sees the men.,subjwho,peripheral,sg,f,4.5,sg,f,5.0,pl,m,5.5,False,False,2.5
the princess admires the woman who sees the princes.,subjwho,peripheral,sg,f,4.5,sg,f,5.0,pl,m,4.5,False,False,2.5
the princess admires the woman who sees the actors.,subjwho,peripheral,sg,f,4.5,sg,f,5.0,pl,m,4.5,False,False,2.5
the princess admires the woman who the actress sees.,objwho,peripheral,sg,f,4.5,sg,f,5.0,sg,f,4.0,False,False,2.5
the princess admires the woman who the man sees.,objwho,peripheral,sg,f,4.5,sg,f,5.0,sg,m,5.5,False,False,2.5
the princess admires the woman who the prince sees.,objwho,peripheral,sg,f,4.5,sg,f,5.0,sg,m,4.5,False,False,2.5
the princess admires the woman who the actor sees.,objwho,peripheral,sg,f,4.5,sg,f,5.0,sg,m,4.5,False,False,2.5
the princess admires the woman who the actresses see.,objwho,peripheral,sg,f,4.5,sg,f,5.0,pl,f,4.0,False,False,2.5
the princess admires the woman who the men see.,objwho,peripheral,sg,f,4.5,sg,f,5.0,pl,m,5.5,False,False,2.5
the princess admires the woman who the princes see.,objwho,peripheral,sg,f,4.5,sg,f,5.0,pl,m,4.5,False,False,2.5
the princess admires the woman who the actors see.,objwho,peripheral,sg,f,4.5,sg,f,5.0,pl,m,4.5,False,False,2.5
the princess admires the actress who sees the woman.,subjwho,peripheral,sg,f,4.5,sg,f,4.0,sg,f,5.0,False,False,2.5
the princess admires the actress who sees the man.,subjwho,peripheral,sg,f,4.5,sg,f,4.0,sg,m,5.5,False,False,2.5
the princess admires the actress who sees the prince.,subjwho,peripheral,sg,f,4.5,sg,f,4.0,sg,m,4.5,False,False,2.5
the princess admires the actress who sees the actor.,subjwho,peripheral,sg,f,4.5,sg,f,4.0,sg,m,4.5,False,False,2.5
the princess admires the actress who sees the women.,subjwho,peripheral,sg,f,4.5,sg,f,4.0,pl,f,5.0,False,False,2.5
the princess admires the actress who sees the men.,subjwho,peripheral,sg,f,4.5,sg,f,4.0,pl,m,5.5,False,False,2.5
the princess admires the actress who sees the princes.,subjwho,peripheral,sg,f,4.5,sg,f,4.0,pl,m,4.5,False,False,2.5
the princess admires the actress who sees the actors.,subjwho,peripheral,sg,f,4.5,sg,f,4.0,pl,m,4.5,False,False,2.5
the princess admires the actress who the woman sees.,objwho,peripheral,sg,f,4.5,sg,f,4.0,sg,f,5.0,False,False,2.5
the princess admires the actress who the man sees.,objwho,peripheral,sg,f,4.5,sg,f,4.0,sg,m,5.5,False,False,2.5
the princess admires the actress who the prince sees.,objwho,peripheral,sg,f,4.5,sg,f,4.0,sg,m,4.5,False,False,2.5
the princess admires the actress who the actor sees.,objwho,peripheral,sg,f,4.5,sg,f,4.0,sg,m,4.5,False,False,2.5
the princess admires the actress who the women see.,objwho,peripheral,sg,f,4.5,sg,f,4.0,pl,f,5.0,False,False,2.5
the princess admires the actress who the men see.,objwho,peripheral,sg,f,4.5,sg,f,4.0,pl,m,5.5,False,False,2.5
the princess admires the actress who the princes see.,objwho,peripheral,sg,f,4.5,sg,f,4.0,pl,m,4.5,False,False,2.5
the princess admires the actress who the actors see.,objwho,peripheral,sg,f,4.5,sg,f,4.0,pl,m,4.5,False,False,2.5
the princess admires the man who sees the woman.,subjwho,peripheral,sg,f,4.5,sg,m,5.5,sg,f,5.0,False,False,2.5
the princess admires the man who sees the actress.,subjwho,peripheral,sg,f,4.5,sg,m,5.5,sg,f,4.0,False,False,2.5
the princess admires the man who sees the prince.,subjwho,peripheral,sg,f,4.5,sg,m,5.5,sg,m,4.5,False,False,2.5
the princess admires the man who sees the actor.,subjwho,peripheral,sg,f,4.5,sg,m,5.5,sg,m,4.5,False,False,2.5
the princess admires the man who sees the women.,subjwho,peripheral,sg,f,4.5,sg,m,5.5,pl,f,5.0,False,False,2.5
the princess admires the man who sees the actresses.,subjwho,peripheral,sg,f,4.5,sg,m,5.5,pl,f,4.0,False,False,2.5
the princess admires the man who sees the princes.,subjwho,peripheral,sg,f,4.5,sg,m,5.5,pl,m,4.5,False,False,2.5
the princess admires the man who sees the actors.,subjwho,peripheral,sg,f,4.5,sg,m,5.5,pl,m,4.5,False,False,2.5
the princess admires the man who the woman sees.,objwho,peripheral,sg,f,4.5,sg,m,5.5,sg,f,5.0,False,False,2.5
the princess admires the man who the actress sees.,objwho,peripheral,sg,f,4.5,sg,m,5.5,sg,f,4.0,False,False,2.5
the princess admires the man who the prince sees.,objwho,peripheral,sg,f,4.5,sg,m,5.5,sg,m,4.5,False,False,2.5
the princess admires the man who the actor sees.,objwho,peripheral,sg,f,4.5,sg,m,5.5,sg,m,4.5,False,False,2.5
the princess admires the man who the women see.,objwho,peripheral,sg,f,4.5,sg,m,5.5,pl,f,5.0,False,False,2.5
the princess admires the man who the actresses see.,objwho,peripheral,sg,f,4.5,sg,m,5.5,pl,f,4.0,False,False,2.5
the princess admires the man who the princes see.,objwho,peripheral,sg,f,4.5,sg,m,5.5,pl,m,4.5,False,False,2.5
the princess admires the man who the actors see.,objwho,peripheral,sg,f,4.5,sg,m,5.5,pl,m,4.5,False,False,2.5
the princess admires the prince who sees the woman.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,sg,f,5.0,False,False,2.5
the princess admires the prince who sees the actress.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,sg,f,4.0,False,False,2.5
the princess admires the prince who sees the man.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,sg,m,5.5,False,False,2.5
the princess admires the prince who sees the actor.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,sg,m,4.5,False,False,2.5
the princess admires the prince who sees the women.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,pl,f,5.0,False,False,2.5
the princess admires the prince who sees the actresses.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,pl,f,4.0,False,False,2.5
the princess admires the prince who sees the men.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,pl,m,5.5,False,False,2.5
the princess admires the prince who sees the actors.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,pl,m,4.5,False,False,2.5
the princess admires the prince who the woman sees.,objwho,peripheral,sg,f,4.5,sg,m,4.5,sg,f,5.0,False,False,2.5
the princess admires the prince who the actress sees.,objwho,peripheral,sg,f,4.5,sg,m,4.5,sg,f,4.0,False,False,2.5
the princess admires the prince who the man sees.,objwho,peripheral,sg,f,4.5,sg,m,4.5,sg,m,5.5,False,False,2.5
the princess admires the prince who the actor sees.,objwho,peripheral,sg,f,4.5,sg,m,4.5,sg,m,4.5,False,False,2.5
the princess admires the prince who the women see.,objwho,peripheral,sg,f,4.5,sg,m,4.5,pl,f,5.0,False,False,2.5
the princess admires the prince who the actresses see.,objwho,peripheral,sg,f,4.5,sg,m,4.5,pl,f,4.0,False,False,2.5
the princess admires the prince who the men see.,objwho,peripheral,sg,f,4.5,sg,m,4.5,pl,m,5.5,False,False,2.5
the princess admires the prince who the actors see.,objwho,peripheral,sg,f,4.5,sg,m,4.5,pl,m,4.5,False,False,2.5
the princess admires the actor who sees the woman.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,sg,f,5.0,False,False,2.5
the princess admires the actor who sees the actress.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,sg,f,4.0,False,False,2.5
the princess admires the actor who sees the man.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,sg,m,5.5,False,False,2.5
the princess admires the actor who sees the prince.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,sg,m,4.5,False,False,2.5
the princess admires the actor who sees the women.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,pl,f,5.0,False,False,2.5
the princess admires the actor who sees the actresses.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,pl,f,4.0,False,False,2.5
the princess admires the actor who sees the men.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,pl,m,5.5,False,False,2.5
the princess admires the actor who sees the princes.,subjwho,peripheral,sg,f,4.5,sg,m,4.5,pl,m,4.5,False,False,2.5
the princess admires the actor who the woman sees.,objwho,peripheral,sg,f,4.5,sg,m,4.5,sg,f,5.0,False,False,2.5
the princess admires the actor who the actress sees.,objwho,peripheral,sg,f,4.5,sg,m,4.5,sg,f,4.0,False,False,2.5
the princess admires the actor who the man sees.,objwho,peripheral,sg,f,4.5,sg,m,4.5,sg,m,5.5,False,False,2.5
the princess admires the actor who the prince sees.,objwho,peripheral,sg,f,4.5,sg,m,4.5,sg,m,4.5,False,False,2.5
the princess admires the actor who the women see.,objwho,peripheral,sg,f,4.5,sg,m,4.5,pl,f,5.0,False,False,2.5
the princess admires the actor who the actresses see.,objwho,peripheral,sg,f,4.5,sg,m,4.5,pl,f,4.0,False,False,2.5
the princess admires the actor who the men see.,objwho,peripheral,sg,f,4.5,sg,m,4.5,pl,m,5.5,False,False,2.5
the princess admires the actor who the princes see.,objwho,peripheral,sg,f,4.5,sg,m,4.5,pl,m,4.5,False,False,2.5
the princess admires the women who see the actress.,subjwho,peripheral,sg,f,4.5,pl,f,5.0,sg,f,4.0,False,False,2.5
the princess admires the women who see the man.,subjwho,peripheral,sg,f,4.5,pl,f,5.0,sg,m,5.5,False,False,2.5
the princess admires the women who see the prince.,subjwho,peripheral,sg,f,4.5,pl,f,5.0,sg,m,4.5,False,False,2.5
the princess admires the women who see the actor.,subjwho,peripheral,sg,f,4.5,pl,f,5.0,sg,m,4.5,False,False,2.5
the princess admires the women who see the actresses.,subjwho,peripheral,sg,f,4.5,pl,f,5.0,pl,f,4.0,False,False,2.5
the princess admires the women who see the men.,subjwho,peripheral,sg,f,4.5,pl,f,5.0,pl,m,5.5,False,False,2.5
the princess admires the women who see the princes.,subjwho,peripheral,sg,f,4.5,pl,f,5.0,pl,m,4.5,False,False,2.5
the princess admires the women who see the actors.,subjwho,peripheral,sg,f,4.5,pl,f,5.0,pl,m,4.5,False,False,2.5
the princess admires the women who the actress sees.,objwho,peripheral,sg,f,4.5,pl,f,5.0,sg,f,4.0,False,False,2.5
the princess admires the women who the man sees.,objwho,peripheral,sg,f,4.5,pl,f,5.0,sg,m,5.5,False,False,2.5
the princess admires the women who the prince sees.,objwho,peripheral,sg,f,4.5,pl,f,5.0,sg,m,4.5,False,False,2.5
the princess admires the women who the actor sees.,objwho,peripheral,sg,f,4.5,pl,f,5.0,sg,m,4.5,False,False,2.5
the princess admires the women who the actresses see.,objwho,peripheral,sg,f,4.5,pl,f,5.0,pl,f,4.0,False,False,2.5
the princess admires the women who the men see.,objwho,peripheral,sg,f,4.5,pl,f,5.0,pl,m,5.5,False,False,2.5
the princess admires the women who the princes see.,objwho,peripheral,sg,f,4.5,pl,f,5.0,pl,m,4.5,False,False,2.5
the princess admires the women who the actors see.,objwho,peripheral,sg,f,4.5,pl,f,5.0,pl,m,4.5,False,False,2.5
the princess admires the actresses who see the woman.,subjwho,peripheral,sg,f,4.5,pl,f,4.0,sg,f,5.0,False,False,2.5
the princess admires the actresses who see the man.,subjwho,peripheral,sg,f,4.5,pl,f,4.0,sg,m,5.5,False,False,2.5
the princess admires the actresses who see the prince.,subjwho,peripheral,sg,f,4.5,pl,f,4.0,sg,m,4.5,False,False,2.5
the princess admires the actresses who see the actor.,subjwho,peripheral,sg,f,4.5,pl,f,4.0,sg,m,4.5,False,False,2.5
the princess admires the actresses who see the women.,subjwho,peripheral,sg,f,4.5,pl,f,4.0,pl,f,5.0,False,False,2.5
the princess admires the actresses who see the men.,subjwho,peripheral,sg,f,4.5,pl,f,4.0,pl,m,5.5,False,False,2.5
the princess admires the actresses who see the princes.,subjwho,peripheral,sg,f,4.5,pl,f,4.0,pl,m,4.5,False,False,2.5
the princess admires the actresses who see the actors.,subjwho,peripheral,sg,f,4.5,pl,f,4.0,pl,m,4.5,False,False,2.5
the princess admires the actresses who the woman sees.,objwho,peripheral,sg,f,4.5,pl,f,4.0,sg,f,5.0,False,False,2.5
the princess admires the actresses who the man sees.,objwho,peripheral,sg,f,4.5,pl,f,4.0,sg,m,5.5,False,False,2.5
the princess admires the actresses who the prince sees.,objwho,peripheral,sg,f,4.5,pl,f,4.0,sg,m,4.5,False,False,2.5
the princess admires the actresses who the actor sees.,objwho,peripheral,sg,f,4.5,pl,f,4.0,sg,m,4.5,False,False,2.5
the princess admires the actresses who the women see.,objwho,peripheral,sg,f,4.5,pl,f,4.0,pl,f,5.0,False,False,2.5
the princess admires the actresses who the men see.,objwho,peripheral,sg,f,4.5,pl,f,4.0,pl,m,5.5,False,False,2.5
the princess admires the actresses who the princes see.,objwho,peripheral,sg,f,4.5,pl,f,4.0,pl,m,4.5,False,False,2.5
the princess admires the actresses who the actors see.,objwho,peripheral,sg,f,4.5,pl,f,4.0,pl,m,4.5,False,False,2.5
the princess admires the men who see the woman.,subjwho,peripheral,sg,f,4.5,pl,m,5.5,sg,f,5.0,False,False,2.5
the princess admires the men who see the actress.,subjwho,peripheral,sg,f,4.5,pl,m,5.5,sg,f,4.0,False,False,2.5
the princess admires the men who see the prince.,subjwho,peripheral,sg,f,4.5,pl,m,5.5,sg,m,4.5,False,False,2.5
the princess admires the men who see the actor.,subjwho,peripheral,sg,f,4.5,pl,m,5.5,sg,m,4.5,False,False,2.5
the princess admires the men who see the women.,subjwho,peripheral,sg,f,4.5,pl,m,5.5,pl,f,5.0,False,False,2.5
the princess admires the men who see the actresses.,subjwho,peripheral,sg,f,4.5,pl,m,5.5,pl,f,4.0,False,False,2.5
the princess admires the men who see the princes.,subjwho,peripheral,sg,f,4.5,pl,m,5.5,pl,m,4.5,False,False,2.5
the princess admires the men who see the actors.,subjwho,peripheral,sg,f,4.5,pl,m,5.5,pl,m,4.5,False,False,2.5
the princess admires the men who the woman sees.,objwho,peripheral,sg,f,4.5,pl,m,5.5,sg,f,5.0,False,False,2.5
the princess admires the men who the actress sees.,objwho,peripheral,sg,f,4.5,pl,m,5.5,sg,f,4.0,False,False,2.5
the princess admires the men who the prince sees.,objwho,peripheral,sg,f,4.5,pl,m,5.5,sg,m,4.5,False,False,2.5
the princess admires the men who the actor sees.,objwho,peripheral,sg,f,4.5,pl,m,5.5,sg,m,4.5,False,False,2.5
the princess admires the men who the women see.,objwho,peripheral,sg,f,4.5,pl,m,5.5,pl,f,5.0,False,False,2.5
the princess admires the men who the actresses see.,objwho,peripheral,sg,f,4.5,pl,m,5.5,pl,f,4.0,False,False,2.5
the princess admires the men who the princes see.,objwho,peripheral,sg,f,4.5,pl,m,5.5,pl,m,4.5,False,False,2.5
the princess admires the men who the actors see.,objwho,peripheral,sg,f,4.5,pl,m,5.5,pl,m,4.5,False,False,2.5
the princess admires the princes who see the woman.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,5.0,False,False,2.5
the princess admires the princes who see the actress.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,4.0,False,False,2.5
the princess admires the princes who see the man.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,5.5,False,False,2.5
the princess admires the princes who see the actor.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,4.5,False,False,2.5
the princess admires the princes who see the women.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,5.0,False,False,2.5
the princess admires the princes who see the actresses.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,4.0,False,False,2.5
the princess admires the princes who see the men.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,5.5,False,False,2.5
the princess admires the princes who see the actors.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,4.5,False,False,2.5
the princess admires the princes who the woman sees.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,5.0,False,False,2.5
the princess admires the princes who the actress sees.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,4.0,False,False,2.5
the princess admires the princes who the man sees.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,5.5,False,False,2.5
the princess admires the princes who the actor sees.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,4.5,False,False,2.5
the princess admires the princes who the women see.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,5.0,False,False,2.5
the princess admires the princes who the actresses see.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,4.0,False,False,2.5
the princess admires the princes who the men see.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,5.5,False,False,2.5
the princess admires the princes who the actors see.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,4.5,False,False,2.5
the princess admires the actors who see the woman.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,5.0,False,False,2.5
the princess admires the actors who see the actress.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,4.0,False,False,2.5
the princess admires the actors who see the man.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,5.5,False,False,2.5
the princess admires the actors who see the prince.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,4.5,False,False,2.5
the princess admires the actors who see the women.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,5.0,False,False,2.5
the princess admires the actors who see the actresses.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,4.0,False,False,2.5
the princess admires the actors who see the men.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,5.5,False,False,2.5
the princess admires the actors who see the princes.,subjwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,4.5,False,False,2.5
the princess admires the actors who the woman sees.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,5.0,False,False,2.5
the princess admires the actors who the actress sees.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,f,4.0,False,False,2.5
the princess admires the actors who the man sees.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,5.5,False,False,2.5
the princess admires the actors who the prince sees.,objwho,peripheral,sg,f,4.5,pl,m,4.5,sg,m,4.5,False,False,2.5
the princess admires the actors who the women see.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,5.0,False,False,2.5
the princess admires the actors who the actresses see.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,f,4.0,False,False,2.5
the princess admires the actors who the men see.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,5.5,False,False,2.5
the princess admires the actors who the princes see.,objwho,peripheral,sg,f,4.5,pl,m,4.5,pl,m,4.5,False,False,2.5
the actress sees the woman who admires the princess.,subjwho,peripheral,sg,f,4.0,sg,f,5.0,sg,f,4.5,False,False,4.5
the actress sees the woman who admires the man.,subjwho,peripheral,sg,f,4.0,sg,f,5.0,sg,m,5.5,False,False,4.5
the actress sees the woman who admires the prince.,subjwho,peripheral,sg,f,4.0,sg,f,5.0,sg,m,4.5,False,False,4.5
the actress sees the woman who admires the actor.,subjwho,peripheral,sg,f,4.0,sg,f,5.0,sg,m,4.5,False,False,4.5
the actress sees the woman who admires the princesses.,subjwho,peripheral,sg,f,4.0,sg,f,5.0,pl,f,4.5,False,False,4.5
the actress sees the woman who admires the men.,subjwho,peripheral,sg,f,4.0,sg,f,5.0,pl,m,5.5,False,False,4.5
the actress sees the woman who admires the princes.,subjwho,peripheral,sg,f,4.0,sg,f,5.0,pl,m,4.5,False,False,4.5
the actress sees the woman who admires the actors.,subjwho,peripheral,sg,f,4.0,sg,f,5.0,pl,m,4.5,False,False,4.5
the actress sees the woman who the princess admires.,objwho,peripheral,sg,f,4.0,sg,f,5.0,sg,f,4.5,False,False,4.5
the actress sees the woman who the man admires.,objwho,peripheral,sg,f,4.0,sg,f,5.0,sg,m,5.5,False,False,4.5
the actress sees the woman who the prince admires.,objwho,peripheral,sg,f,4.0,sg,f,5.0,sg,m,4.5,False,False,4.5
the actress sees the woman who the actor admires.,objwho,peripheral,sg,f,4.0,sg,f,5.0,sg,m,4.5,False,False,4.5
the actress sees the woman who the princesses admire.,objwho,peripheral,sg,f,4.0,sg,f,5.0,pl,f,4.5,False,False,4.5
the actress sees the woman who the men admire.,objwho,peripheral,sg,f,4.0,sg,f,5.0,pl,m,5.5,False,False,4.5
the actress sees the woman who the princes admire.,objwho,peripheral,sg,f,4.0,sg,f,5.0,pl,m,4.5,False,False,4.5
the actress sees the woman who the actors admire.,objwho,peripheral,sg,f,4.0,sg,f,5.0,pl,m,4.5,False,False,4.5
the actress sees the princess who admires the woman.,subjwho,peripheral,sg,f,4.0,sg,f,4.5,sg,f,5.0,False,False,4.5
the actress sees the princess who admires the man.,subjwho,peripheral,sg,f,4.0,sg,f,4.5,sg,m,5.5,False,False,4.5
the actress sees the princess who admires the prince.,subjwho,peripheral,sg,f,4.0,sg,f,4.5,sg,m,4.5,False,False,4.5
the actress sees the princess who admires the actor.,subjwho,peripheral,sg,f,4.0,sg,f,4.5,sg,m,4.5,False,False,4.5
the actress sees the princess who admires the women.,subjwho,peripheral,sg,f,4.0,sg,f,4.5,pl,f,5.0,False,False,4.5
the actress sees the princess who admires the men.,subjwho,peripheral,sg,f,4.0,sg,f,4.5,pl,m,5.5,False,False,4.5
the actress sees the princess who admires the princes.,subjwho,peripheral,sg,f,4.0,sg,f,4.5,pl,m,4.5,False,False,4.5
the actress sees the princess who admires the actors.,subjwho,peripheral,sg,f,4.0,sg,f,4.5,pl,m,4.5,False,False,4.5
the actress sees the princess who the woman admires.,objwho,peripheral,sg,f,4.0,sg,f,4.5,sg,f,5.0,False,False,4.5
the actress sees the princess who the man admires.,objwho,peripheral,sg,f,4.0,sg,f,4.5,sg,m,5.5,False,False,4.5
the actress sees the princess who the prince admires.,objwho,peripheral,sg,f,4.0,sg,f,4.5,sg,m,4.5,False,False,4.5
the actress sees the princess who the actor admires.,objwho,peripheral,sg,f,4.0,sg,f,4.5,sg,m,4.5,False,False,4.5
