sentence,sentence_GROUP,subj_type,subj_PERS,subj_NUM,subj_GEN,subj_ANIM,verb_type,verb_PERS,verb_NUM,verb_finite,has_main,has_embed,has_objrel,has_relative_clause,has_subjrel,incongruence_poss_subj_count,incongruence_poss_obj_count,incongruence_subj_obj_count,incongruence_subj_embedsubj_count,rel_type,clause_type,bound_variable,mean_zipf,sentence_length,long_range_agreement_with_attractor
he sees it.,svo,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
he sees us.,svo,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,,2.0,,,,,5.0,4,
he sees them.,svo,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
he sees himself.,binding_reflexives,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,,0.0,,,,,5.0,4,
he saw Mary.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
he saw John.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,6.0,4,
he saw the woman.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
he saw the man.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,6.0,5,
he saw the women.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,6.0,5,
he saw the men.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
he saw the book.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
he saw the books.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,6.0,5,
he saw every woman.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
he saw every man.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,6.0,5,
he saw all women.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,6.0,5,
he saw all men.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
he saw me.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
he saw you.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
he saw her.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
he saw it.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
he saw us.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,6.0,4,
he saw them.,svo,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
he saw himself.,binding_reflexives,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,6.0,4,
she plays.,sv,PRO,3.0,sg,f,True,Intrans,3.0,sg,True,False,False,False,False,False,,,,,,,,5.0,3,
she played.,sv,PRO,3.0,sg,f,True,Intrans,,,True,False,False,False,False,False,,,,,,,,5.0,3,
she falls.,sv,PRO,3.0,sg,f,True,Intrans,3.0,sg,True,False,False,False,False,False,,,,,,,,5.0,3,
she fell.,sv,PRO,3.0,sg,f,True,Intrans,,,True,False,False,False,False,False,,,,,,,,5.0,3,
she sees Mary.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,0.0,,,,,5.0,4,
she sees John.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
she sees the woman.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,0.0,,,,,5.0,5,
she sees the man.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
she sees the women.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
she sees the men.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,2.0,,,,,5.0,5,
she sees the book.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
she sees the books.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,2.0,,,,,5.0,5,
she sees every woman.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,0.0,,,,,5.0,5,
she sees every man.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
she sees all women.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
she sees all men.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,2.0,,,,,5.0,5,
she sees me.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
she sees you.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
she sees him.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
she sees it.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
she sees us.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,2.0,,,,,5.0,4,
she sees them.,svo,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
she sees herself.,binding_reflexives,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,,0.0,,,,,5.0,4,
she saw Mary.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,5.0,4,
she saw John.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
she saw the woman.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,5.0,5,
she saw the man.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
she saw the women.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
she saw the men.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,5,
she saw the book.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
she saw the books.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,5,
she saw every woman.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,5.0,5,
she saw every man.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
she saw all women.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
she saw all men.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,5,
she saw me.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
she saw you.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
she saw him.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
she saw it.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
she saw us.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,4,
she saw them.,svo,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
she saw herself.,binding_reflexives,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,5.0,4,
it falls.,sv,PRO,3.0,sg,,False,Intrans,3.0,sg,True,False,False,False,False,False,,,,,,,,5.0,3,
it fell.,sv,PRO,3.0,sg,,False,Intrans,,,True,False,False,False,False,False,,,,,,,,5.0,3,
we play.,sv,PRO,1.0,pl,,True,Intrans,,pl,True,False,False,False,False,False,,,,,,,,6.0,3,
we played.,sv,PRO,1.0,pl,,True,Intrans,,,True,False,False,False,False,False,,,,,,,,5.0,3,
we fall.,sv,PRO,1.0,pl,,True,Intrans,,pl,True,False,False,False,False,False,,,,,,,,5.0,3,
we fell.,sv,PRO,1.0,pl,,True,Intrans,,,True,False,False,False,False,False,,,,,,,,5.0,3,
we see Mary.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,2.0,,,,,6.0,4,
we see John.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,2.0,,,,,6.0,4,
we see the woman.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,2.0,,,,,6.0,5,
we see the man.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,2.0,,,,,6.0,5,
we see the women.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
we see the men.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
we see the book.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,3.0,,,,,6.0,5,
we see the books.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,2.0,,,,,6.0,5,
we see every woman.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,2.0,,,,,6.0,5,
we see every man.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,2.0,,,,,6.0,5,
we see all women.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
we see all men.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
we see me.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
we see you.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
we see him.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,2.0,,,,,6.0,4,
we see her.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,2.0,,,,,6.0,4,
we see it.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,3.0,,,,,6.0,4,
we see them.,svo,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
we see ourselves.,binding_reflexives,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,0.0,,,,,6.0,4,
we saw Mary.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,4,
we saw John.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,4,
we saw the woman.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,5,
we saw the man.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,5,
we saw the women.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
we saw the men.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
we saw the book.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,3.0,,,,,5.0,5,
we saw the books.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,5,
we saw every woman.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,5,
we saw every man.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,5,
we saw all women.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
we saw all men.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
we saw me.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
we saw you.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
we saw him.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,4,
we saw her.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,4,
we saw it.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,3.0,,,,,5.0,4,
we saw them.,svo,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
we saw ourselves.,binding_reflexives,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,5.0,4,
they play.,sv,PRO,3.0,pl,,True,Intrans,,pl,True,False,False,False,False,False,,,,,,,,6.0,3,
they played.,sv,PRO,3.0,pl,,True,Intrans,,,True,False,False,False,False,False,,,,,,,,5.0,3,
they fall.,sv,PRO,3.0,pl,,True,Intrans,,pl,True,False,False,False,False,False,,,,,,,,5.0,3,
they fell.,sv,PRO,3.0,pl,,True,Intrans,,,True,False,False,False,False,False,,,,,,,,5.0,3,
they see Mary.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
they see John.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
they see the woman.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
they see the man.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
they see the women.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,0.0,,,,,6.0,5,
they see the men.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,0.0,,,,,6.0,5,
they see the book.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,2.0,,,,,6.0,5,
they see the books.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
they see every woman.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
they see every man.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,5,
they see all women.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,0.0,,,,,6.0,5,
they see all men.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,0.0,,,,,6.0,5,
they see me.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,2.0,,,,,6.0,4,
they see you.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
they see him.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
they see her.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
they see it.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,2.0,,,,,6.0,4,
they see us.,svo,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,1.0,,,,,6.0,4,
they see themselves.,binding_reflexives,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,,0.0,,,,,6.0,4,
they saw Mary.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
they saw John.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
they saw the woman.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
they saw the man.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
they saw the women.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,5.0,5,
they saw the men.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,5.0,5,
they saw the book.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,5,
they saw the books.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
they saw every woman.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
they saw every man.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,5,
they saw all women.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,5.0,5,
they saw all men.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,5.0,5,
they saw me.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,4,
they saw you.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
they saw him.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
they saw her.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
they saw it.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,2.0,,,,,5.0,4,
they saw us.,svo,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,1.0,,,,,5.0,4,
they saw themselves.,binding_reflexives,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,,0.0,,,,,5.0,4,
Mary sees my woman.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,4.0,5,
Mary sees my man.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees my women.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,4.0,5,
Mary sees my men.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,4.0,5,
Mary sees my book.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees my books.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,4.0,5,
Mary sees our woman.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,0.0,,,,,4.0,5,
Mary sees our man.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,4.0,5,
Mary sees our women.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees our men.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,4.0,5,
Mary sees our book.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,4.0,5,
Mary sees our books.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,4.0,5,
Mary sees your woman.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,4.0,5,
Mary sees your man.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees your women.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees your men.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,4.0,5,
Mary sees your book.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees your books.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,4.0,5,
Mary sees her woman.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,0.0,,,,,4.0,5,
Mary sees her man.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees her women.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees her men.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,4.0,5,
Mary sees her book.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees her books.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,4.0,5,
Mary sees his woman.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,4.0,5,
Mary sees his man.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,,4.0,5,
Mary sees his women.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,4.0,5,
Mary sees his men.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,4.0,5,
Mary sees his book.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees his books.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,4.0,5,
Mary sees its woman.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,0.0,,,,,4.0,5,
Mary sees its man.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees its women.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,3.0,1.0,,,,,4.0,5,
Mary sees its men.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,4.0,5,
Mary sees its book.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,,4.0,5,
Mary sees its books.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,4.0,5,
Mary sees their woman.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,4.0,5,
Mary sees their man.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees their women.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,,4.0,5,
Mary sees their men.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,2.0,,,,,4.0,5,
Mary sees their book.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,4.0,5,
Mary sees their books.,possessive_obj,PropN,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,2.0,,,,,4.0,5,
Mary saw my woman.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
Mary saw my man.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
Mary saw my women.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
Mary saw my men.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
Mary saw my book.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
Mary saw my books.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
Mary saw our woman.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,0.0,,,,,5.0,5,
Mary saw our man.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
Mary saw our women.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
Mary saw our men.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
Mary saw our book.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
Mary saw our books.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
Mary saw your woman.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
Mary saw your man.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
Mary saw your women.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
Mary saw your men.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
Mary saw your book.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
Mary saw your books.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
Mary saw her woman.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,0.0,0.0,,,,,5.0,5,
Mary saw her man.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
Mary saw her women.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
Mary saw her men.,possessive_obj,PropN,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
